,text,tokens,stopWordsRemovedTokens,rawFeatures,prediction
793,"Info session abt Immigration in Canada Express Entry, on Dec. 15, at 6:00 PM at CRRAE-UMOA in Abidjan. To register: ","['info', 'session', 'abt', 'immigration', 'in', 'canada', 'express', 'entry,', 'on', 'dec.', '15,', 'at', '6:00', 'pm', 'at', 'crrae-umoa', 'in', 'abidjan.', 'to', 'register:']","['info', 'session', 'abt', 'immigration', 'canada', 'express', 'entry,', 'dec.', '15,', '6:00', 'pm', 'crrae-umoa', 'abidjan.', 'register:']","(1048576,[111304,128778,180708,244197,262035,626016,652443,685204,744882,745154,770744,796109,826855,908025],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
794,Canada immigration untaxed online plugging advice: UMQ ,"['canada', 'immigration', 'untaxed', 'online', 'plugging', 'advice:', 'umq']","['canada', 'immigration', 'untaxed', 'online', 'plugging', 'advice:', 'umq']","(1048576,[19136,91665,93145,111304,249731,626016,703175],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
795,"#Immigration #Overseas #Clients #Reviews, #Visa For #Canada &amp; #Australia Visit Here... ","['#immigration', '#overseas', '#clients', '#reviews,', '#visa', 'for', '#canada', '&amp;', '#australia', 'visit', 'here...']","['#immigration', '#overseas', '#clients', '#reviews,', '#visa', '#canada', '&amp;', '#australia', 'visit', 'here...']","(1048576,[5282,177808,294669,350907,529116,533762,737310,750898,793407,904354],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1
796,Session d'info Immigration au Canada Entr?e Express 15 d?c.?? 18h au CRRAE-UMOA ?? Abidjan. Pour s'inscrire ,"['session', ""d'info"", 'immigration', 'au', 'canada', 'entr?e', 'express', '15', 'd?c.??', '18h', 'au', 'crrae-umoa', '??', 'abidjan.', 'pour', ""s'inscrire""]","['session', ""d'info"", 'immigration', 'au', 'canada', 'entr?e', 'express', '15', 'd?c.??', '18h', 'au', 'crrae-umoa', '??', 'abidjan.', 'pour', ""s'inscrire""]","(1048576,[23187,73510,111304,144222,206255,262035,445427,495623,626016,645686,666007,744882,796109,826855,1023247],[1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
797,"Immigration Overseas Clients Reviews, Visa For Canada &amp;??Australia ","['immigration', 'overseas', 'clients', 'reviews,', 'visa', 'for', 'canada', '&amp;??australia']","['immigration', 'overseas', 'clients', 'reviews,', 'visa', 'canada', '&amp;??australia']","(1048576,[111304,160799,576106,621996,626016,666436,799250],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
798,Canada Promotes Immigration as Migrant Hunger Strike Continues ,"['canada', 'promotes', 'immigration', 'as', 'migrant', 'hunger', 'strike', 'continues']","['canada', 'promotes', 'immigration', 'migrant', 'hunger', 'strike', 'continues']","(1048576,[111304,290527,398538,462673,503996,626016,955452],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
799,Canada Registration Authority Immigration Advisors ,"['canada', 'registration', 'authority', 'immigration', 'advisors']","['canada', 'registration', 'authority', 'immigration', 'advisors']","(1048576,[111304,143337,271046,626016,826765],[1.0,1.0,1.0,1.0,1.0])",0
800,#Immigration #Overseas #PRVisa #Consultant for #Canada &amp; #Australia Visit Here... ,"['#immigration', '#overseas', '#prvisa', '#consultant', 'for', '#canada', '&amp;', '#australia', 'visit', 'here...']","['#immigration', '#overseas', '#prvisa', '#consultant', '#canada', '&amp;', '#australia', 'visit', 'here...']","(1048576,[5282,294669,350907,737310,750898,783390,793407,904354,1021570],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1
801,Blame #America: Huge spike in US #Web #Traffic crashed #Canada's immigration site election night - Digital #Cameras??_ ,"['blame', '#america:', 'huge', 'spike', 'in', 'us', '#web', '#traffic', 'crashed', ""#canada's"", 'immigration', 'site', 'election', 'night', '-', 'digital', '#cameras??_']","['blame', '#america:', 'huge', 'spike', 'us', '#web', '#traffic', 'crashed', ""#canada's"", 'immigration', 'site', 'election', 'night', '-', 'digital', '#cameras??_']","(1048576,[45190,57512,66092,111304,182392,265761,279874,415577,479460,546160,569819,603285,608175,712892,881283,914287],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
802,Contact #top_Visa_Consultancy_Service in #Delhi for inclusive assistance in #Australia_and_Canada_immigration_process.,"['contact', '#top_visa_consultancy_service', 'in', '#delhi', 'for', 'inclusive', 'assistance', 'in', '#australia_and_canada_immigration_process.']","['contact', '#top_visa_consultancy_service', '#delhi', 'inclusive', 'assistance', '#australia_and_canada_immigration_process.']","(1048576,[79789,453253,622044,668218,880778,1025564],[1.0,1.0,1.0,1.0,1.0,1.0])",0
803,"""Our amazing DLG immigration lawyers Lorraine and Renee at the """"Get to Know New Brunswick Canada""""??_ ","['""our', 'amazing', 'dlg', 'immigration', 'lawyers', 'lorraine', 'and', 'renee', 'at', 'the', '""""get', 'to', 'know', 'new', 'brunswick', 'canada""""??_']","['""our', 'amazing', 'dlg', 'immigration', 'lawyers', 'lorraine', 'renee', '""""get', 'know', 'new', 'brunswick', 'canada""""??_']","(1048576,[29945,111304,165669,186788,328273,540714,584341,612301,701438,927363,979344,994913],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
804,"MaRS CEO Ilse Treurnicht says immigration, attracting foreign investment key to Canada??s... ","['mars', 'ceo', 'ilse', 'treurnicht', 'says', 'immigration,', 'attracting', 'foreign', 'investment', 'key', 'to', 'canada??s...']","['mars', 'ceo', 'ilse', 'treurnicht', 'says', 'immigration,', 'attracting', 'foreign', 'investment', 'key', 'canada??s...']","(1048576,[6160,115526,161826,182945,189641,399520,410515,495083,654239,847354,868805],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
805,"MaRS CEO Ilse Treurnicht says immigration, attracting foreign investment key to Canada??s... ","['mars', 'ceo', 'ilse', 'treurnicht', 'says', 'immigration,', 'attracting', 'foreign', 'investment', 'key', 'to', 'canada??s...']","['mars', 'ceo', 'ilse', 'treurnicht', 'says', 'immigration,', 'attracting', 'foreign', 'investment', 'key', 'canada??s...']","(1048576,[6160,115526,161826,182945,189641,399520,410515,495083,654239,847354,868805],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
806,Canada Immigration &amp; Visas - iam (immigration and migration) ,"['canada', 'immigration', '&amp;', 'visas', '-', 'iam', '(immigration', 'and', 'migration)']","['canada', 'immigration', '&amp;', 'visas', '-', 'iam', '(immigration', 'migration)']","(1048576,[111304,268897,529076,569819,610714,626016,722576,737310],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
807,"@cartier_marie against controlled LEGAL immigration like, I don't know, Canada, UK, NZ, Australia, South Korea, Japan, Taiwan.","['@cartier_marie', 'against', 'controlled', 'legal', 'immigration', 'like,', 'i', ""don't"", 'know,', 'canada,', 'uk,', 'nz,', 'australia,', 'south', 'korea,', 'japan,', 'taiwan.']","['@cartier_marie', 'controlled', 'legal', 'immigration', 'like,', 'know,', 'canada,', 'uk,', 'nz,', 'australia,', 'south', 'korea,', 'japan,', 'taiwan.']","(1048576,[111304,138022,162231,248976,258402,295842,299778,358846,390862,534747,649713,794329,887132,977424],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
808,Great to join @MarkHolthe on the Immigration Law Podcast for a long chat about inadmissibility on security grounds: ,"['great', 'to', 'join', '@markholthe', 'on', 'the', 'immigration', 'law', 'podcast', 'for', 'a', 'long', 'chat', 'about', 'inadmissibility', 'on', 'security', 'grounds:']","['great', 'join', '@markholthe', 'immigration', 'law', 'podcast', 'long', 'chat', 'inadmissibility', 'security', 'grounds:']","(1048576,[111304,138356,219403,394778,456330,543291,730600,741729,1016403,1021672,1030502],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
809,Canada's immigration policy..._??? ,"[""canada's"", 'immigration', 'policy..._???']","[""canada's"", 'immigration', 'policy..._???']","(1048576,[111304,405881,468882],[1.0,1.0,1.0])",0
810,Canada immigration ease inside farther delhi and abhinav: IUwVo ,"['canada', 'immigration', 'ease', 'inside', 'farther', 'delhi', 'and', 'abhinav:', 'iuwvo']","['canada', 'immigration', 'ease', 'inside', 'farther', 'delhi', 'abhinav:', 'iuwvo']","(1048576,[111304,281718,407154,626016,629351,740769,797718,892934],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
811,So many developments this month! Read our insights:,"['so', 'many', 'developments', 'this', 'month!', 'read', 'our', 'insights:']","['many', 'developments', 'month!', 'read', 'insights:']","(1048576,[315714,454886,507188,668451,740949],[1.0,1.0,1.0,1.0,1.0])",0
812,"#canada #immigration""","['#canada', '#immigration""']","['#canada', '#immigration""']","(1048576,[54523,904354],[1.0,1.0])",1
813,Canad?? un proyecto de vida. Conferencias gratuitas en Venezuela. PRIMUS Immigration ,"['canad??', 'un', 'proyecto', 'de', 'vida.', 'conferencias', 'gratuitas', 'en', 'venezuela.', 'primus', 'immigration']","['canad??', 'un', 'proyecto', 'de', 'vida.', 'conferencias', 'gratuitas', 'en', 'venezuela.', 'primus', 'immigration']","(1048576,[36449,42291,111304,144876,154740,191057,232421,397160,524102,686875,800563],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
814,sponsorship scandal is nothing compared to how immigration went against orders of the court and Canada deceived Canadians and immigrants,"['sponsorship', 'scandal', 'is', 'nothing', 'compared', 'to', 'how', 'immigration', 'went', 'against', 'orders', 'of', 'the', 'court', 'and', 'canada', 'deceived', 'canadians', 'and', 'immigrants']","['sponsorship', 'scandal', 'nothing', 'compared', 'immigration', 'went', 'orders', 'court', 'canada', 'deceived', 'canadians', 'immigrants']","(1048576,[105093,111304,288589,308396,408283,591508,626016,783561,798752,808147,988879,1034931],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
815,The Internet Archive is leading the anti-Trump rush to Canada As the results of the 2016 presidential election??_ ,"['the', 'internet', 'archive', 'is', 'leading', 'the', 'anti-trump', 'rush', 'to', 'canada', 'as', 'the', 'results', 'of', 'the', '2016', 'presidential', 'election??_']","['internet', 'archive', 'leading', 'anti-trump', 'rush', 'canada', 'results', '2016', 'presidential', 'election??_']","(1048576,[169800,243929,375390,481923,626016,692668,723733,886968,933016,957420],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
816,"Once our immigration laws are tightened like those in Canada, Radical Muslim Cucks like these wont be able to enter??_ ","['once', 'our', 'immigration', 'laws', 'are', 'tightened', 'like', 'those', 'in', 'canada,', 'radical', 'muslim', 'cucks', 'like', 'these', 'wont', 'be', 'able', 'to', 'enter??_']","['immigration', 'laws', 'tightened', 'like', 'canada,', 'radical', 'muslim', 'cucks', 'like', 'wont', 'able', 'enter??_']","(1048576,[47308,101464,111304,248976,327976,393775,470402,510133,791567,910971,1012171],[1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0])",0
817,@LeBatardShow Canada. THEY HAVE IMMIGRATION RULES. heck you have to go to doctor monthly. A lot more restrictions. All trump is guilty of,"['@lebatardshow', 'canada.', 'they', 'have', 'immigration', 'rules.', 'heck', 'you', 'have', 'to', 'go', 'to', 'doctor', 'monthly.', 'a', 'lot', 'more', 'restrictions.', 'all', 'trump', 'is', 'guilty', 'of']","['@lebatardshow', 'canada.', 'immigration', 'rules.', 'heck', 'go', 'doctor', 'monthly.', 'lot', 'restrictions.', 'trump', 'guilty']","(1048576,[7612,111304,150794,152069,288668,367679,471546,547335,606208,652519,696765,754672],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
818,A Settlement Program for immigrant and refugee newcomers is available in #Surrey and North #DeltaBC - ,"['a', 'settlement', 'program', 'for', 'immigrant', 'and', 'refugee', 'newcomers', 'is', 'available', 'in', '#surrey', 'and', 'north', '#deltabc', '-']","['settlement', 'program', 'immigrant', 'refugee', 'newcomers', 'available', '#surrey', 'north', '#deltabc', '-']","(1048576,[210452,282683,418762,481411,569819,615894,736676,748632,762451,850056],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
819,"Head off Trump-style anti-immigrant politics by using economics to guide policy, lawyer urges ","['head', 'off', 'trump-style', 'anti-immigrant', 'politics', 'by', 'using', 'economics', 'to', 'guide', 'policy,', 'lawyer', 'urges']","['head', 'trump-style', 'anti-immigrant', 'politics', 'using', 'economics', 'guide', 'policy,', 'lawyer', 'urges']","(1048576,[17962,57400,276025,363304,631645,679032,774143,794640,809083,982801],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
820,Class action lawsuit filed over failed Chinese immigrants ,"['class', 'action', 'lawsuit', 'filed', 'over', 'failed', 'chinese', 'immigrants']","['class', 'action', 'lawsuit', 'filed', 'failed', 'chinese', 'immigrants']","(1048576,[19862,311519,433023,591508,711482,928528,968238],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
821,"For immigration visa consultancy services to canada, Australia, New Zealand, Denmark, Hong Kong, South Africa, Paraguay , contact me.","['for', 'immigration', 'visa', 'consultancy', 'services', 'to', 'canada,', 'australia,', 'new', 'zealand,', 'denmark,', 'hong', 'kong,', 'south', 'africa,', 'paraguay', ',', 'contact', 'me.']","['immigration', 'visa', 'consultancy', 'services', 'canada,', 'australia,', 'new', 'zealand,', 'denmark,', 'hong', 'kong,', 'south', 'africa,', 'paraguay', ',', 'contact', 'me.']","(1048576,[19322,29945,56407,111304,162231,218199,248976,307906,444428,453253,497139,576106,624908,725717,781326,977424,997427],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
822,"""Jun 2007: Immigration to canada :Any """"canadian"""" around here ? ","['""jun', '2007:', 'immigration', 'to', 'canada', ':any', '""""canadian""""', 'around', 'here', '?']","['""jun', '2007:', 'immigration', 'canada', ':any', '""""canadian""""', 'around', '?']","(1048576,[37800,111304,602617,626016,687214,706063,954585,1020065],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
823,"TIL in 2012, Canada's Immigration Minister hired his own office staff to stage a fake citizenship ceremony for a televised news segment #to??_","['til', 'in', '2012,', ""canada's"", 'immigration', 'minister', 'hired', 'his', 'own', 'office', 'staff', 'to', 'stage', 'a', 'fake', 'citizenship', 'ceremony', 'for', 'a', 'televised', 'news', 'segment', '#to??_']","['til', '2012,', ""canada's"", 'immigration', 'minister', 'hired', 'office', 'staff', 'stage', 'fake', 'citizenship', 'ceremony', 'televised', 'news', 'segment', '#to??_']","(1048576,[37041,85647,91961,111304,236182,392031,468882,555222,573473,583653,655928,657863,872940,880650,938305,1041939],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
824,Andrew Coyne: Increased immigration is good for Canada ??? and the reasons aren??t only economic ,"['andrew', 'coyne:', 'increased', 'immigration', 'is', 'good', 'for', 'canada', '???', 'and', 'the', 'reasons', 'aren??t', 'only', 'economic']","['andrew', 'coyne:', 'increased', 'immigration', 'good', 'canada', '???', 'reasons', 'aren??t', 'economic']","(1048576,[71322,75224,111304,314636,505218,626016,739195,853720,857913,899864],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
825,"TIL in 2012, Canada's Immigration Minister hired his own office staff to stage a fake citizenship ceremony for a t??_ ","['til', 'in', '2012,', ""canada's"", 'immigration', 'minister', 'hired', 'his', 'own', 'office', 'staff', 'to', 'stage', 'a', 'fake', 'citizenship', 'ceremony', 'for', 'a', 't??_']","['til', '2012,', ""canada's"", 'immigration', 'minister', 'hired', 'office', 'staff', 'stage', 'fake', 'citizenship', 'ceremony', 't??_']","(1048576,[37041,91961,111304,236182,334643,468882,555222,583653,655928,872940,880650,938305,1041939],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
826,"#TheCoeReport: Canada detains hundreds of children for immigration violations, report finds ","['#thecoereport:', 'canada', 'detains', 'hundreds', 'of', 'children', 'for', 'immigration', 'violations,', 'report', 'finds']","['#thecoereport:', 'canada', 'detains', 'hundreds', 'children', 'immigration', 'violations,', 'report', 'finds']","(1048576,[4596,30905,111304,268590,322438,578332,626016,743113,905194],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
827,"#TheCoeReport: Canada detains hundreds of children for immigration violations, report finds ","['#thecoereport:', 'canada', 'detains', 'hundreds', 'of', 'children', 'for', 'immigration', 'violations,', 'report', 'finds']","['#thecoereport:', 'canada', 'detains', 'hundreds', 'children', 'immigration', 'violations,', 'report', 'finds']","(1048576,[4596,30905,111304,268590,322438,578332,626016,743113,905194],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
828,It's time to halt all immigration into the USA and Canada until we can figure out what is going on. ,"[""it's"", 'time', 'to', 'halt', 'all', 'immigration', 'into', 'the', 'usa', 'and', 'canada', 'until', 'we', 'can', 'figure', 'out', 'what', 'is', 'going', 'on.']","['time', 'halt', 'immigration', 'usa', 'canada', 'figure', 'going', 'on.']","(1048576,[53402,111304,315922,383661,494829,580534,626016,739509],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
829,@CitImmCanada I told you CIC give mexicans a foot and they'll take a mile!! Soon we will see the illegal immigration into Canada on the rise,"['@citimmcanada', 'i', 'told', 'you', 'cic', 'give', 'mexicans', 'a', 'foot', 'and', ""they'll"", 'take', 'a', 'mile!!', 'soon', 'we', 'will', 'see', 'the', 'illegal', 'immigration', 'into', 'canada', 'on', 'the', 'rise']","['@citimmcanada', 'told', 'cic', 'give', 'mexicans', 'foot', 'take', 'mile!!', 'soon', 'see', 'illegal', 'immigration', 'canada', 'rise']","(1048576,[54176,111304,215995,312358,369511,405201,465577,526018,626016,698726,726901,839346,842071,956962],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
830,Poster for immigration to Canada- Google Search ,"['poster', 'for', 'immigration', 'to', 'canada-', 'google', 'search']","['poster', 'immigration', 'canada-', 'google', 'search']","(1048576,[111304,517219,666665,903378,1039956],[1.0,1.0,1.0,1.0,1.0])",0
831,@jhillaitweets nag apply man ko para Canada immigration. Nakahilak kos gasto,"['@jhillaitweets', 'nag', 'apply', 'man', 'ko', 'para', 'canada', 'immigration.', 'nakahilak', 'kos', 'gasto']","['@jhillaitweets', 'nag', 'apply', 'man', 'ko', 'para', 'canada', 'immigration.', 'nakahilak', 'kos', 'gasto']","(1048576,[94662,217368,549206,552315,555199,626016,649631,653576,767465,872381,939547],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
832,?_tre r?fugi? ?? Trois-Rivi??res : une Irakienne et un Bosniaque t?moignent ,"['?_tre', 'r?fugi?', '??', 'trois-rivi??res', ':', 'une', 'irakienne', 'et', 'un', 'bosniaque', 't?moignent']","['?_tre', 'r?fugi?', '??', 'trois-rivi??res', ':', 'une', 'irakienne', 'et', 'un', 'bosniaque', 't?moignent']","(1048576,[232421,432670,479340,482775,661928,711960,725244,824898,971734,977448,1023247],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
833,?_tre r?fugi? ?? Trois-Rivi??res : une Irakienne et un Bosniaque t?moignent ,"['?_tre', 'r?fugi?', '??', 'trois-rivi??res', ':', 'une', 'irakienne', 'et', 'un', 'bosniaque', 't?moignent']","['?_tre', 'r?fugi?', '??', 'trois-rivi??res', ':', 'une', 'irakienne', 'et', 'un', 'bosniaque', 't?moignent']","(1048576,[232421,432670,479340,482775,661928,711960,725244,824898,971734,977448,1023247],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
834,In many ways in the last 27 years Canada immigration has been far worse. ,"['in', 'many', 'ways', 'in', 'the', 'last', '27', 'years', 'canada', 'immigration', 'has', 'been', 'far', 'worse.']","['many', 'ways', 'last', '27', 'years', 'canada', 'immigration', 'far', 'worse.']","(1048576,[45774,111304,189170,372610,388676,507188,529669,598761,626016],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
835,Class action lawsuit filed over failed Chinese immigrants ,"['class', 'action', 'lawsuit', 'filed', 'over', 'failed', 'chinese', 'immigrants']","['class', 'action', 'lawsuit', 'filed', 'failed', 'chinese', 'immigrants']","(1048576,[19862,311519,433023,591508,711482,928528,968238],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
836,"""#StartupCanAwards @ingomma  founder is happy she chose Canada as a """"Newcomer""""  A country that wants best of the world. #Immigration #NoWalls""","['""#startupcanawards', '@ingomma', '', 'founder', 'is', 'happy', 'she', 'chose', 'canada', 'as', 'a', '""""newcomer""""', '', 'a', 'country', 'that', 'wants', 'best', 'of', 'the', 'world.', '#immigration', '#nowalls""']","['""#startupcanawards', '@ingomma', '', 'founder', 'happy', 'chose', 'canada', '""""newcomer""""', '', 'country', 'wants', 'best', 'world.', '#immigration', '#nowalls""']","(1048576,[86293,294669,414577,418213,473934,587451,600846,609930,626016,653423,871207,922734,952459,1035612],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0])",0
837,The latest Nexus Canada! ,"['the', 'latest', 'nexus', 'canada!']","['latest', 'nexus', 'canada!']","(1048576,[690434,770186,942154],[1.0,1.0,1.0])",0
838,#comprendre l'#immigration #Quebec #Canada #PVT #EIC ,"['#comprendre', ""l'#immigration"", '#quebec', '#canada', '#pvt', '#eic']","['#comprendre', ""l'#immigration"", '#quebec', '#canada', '#pvt', '#eic']","(1048576,[195186,353484,430011,513070,824598,904354],[1.0,1.0,1.0,1.0,1.0,1.0])",1
839,V?rit?s et cons?quences: L'immigration ??? URBANIA Canada ,"['v?rit?s', 'et', 'cons?quences:', ""l'immigration"", '???', 'urbania', 'canada']","['v?rit?s', 'et', 'cons?quences:', ""l'immigration"", '???', 'urbania', 'canada']","(1048576,[40241,71322,362116,367143,432670,626016,669492],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
840,"Tory leadership candidate @calxandr wants to increase Canada's immigration intake by 100,000 people per year:??_ ","['tory', 'leadership', 'candidate', '@calxandr', 'wants', 'to', 'increase', ""canada's"", 'immigration', 'intake', 'by', '100,000', 'people', 'per', 'year:??_']","['tory', 'leadership', 'candidate', '@calxandr', 'wants', 'increase', ""canada's"", 'immigration', 'intake', '100,000', 'people', 'per', 'year:??_']","(1048576,[83085,101868,111304,262739,295996,315073,376830,468882,600846,787588,834251,971473,973840],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
841,@ImRaampage @KevoIsGod @realDonaldTrump Canada also has a solid immigration policy already. That would cancel out a good percentage of ppl,"['@imraampage', '@kevoisgod', '@realdonaldtrump', 'canada', 'also', 'has', 'a', 'solid', 'immigration', 'policy', 'already.', 'that', 'would', 'cancel', 'out', 'a', 'good', 'percentage', 'of', 'ppl']","['@imraampage', '@kevoisgod', '@realdonaldtrump', 'canada', 'also', 'solid', 'immigration', 'policy', 'already.', 'cancel', 'good', 'percentage', 'ppl']","(1048576,[80376,111304,341803,342466,409280,420199,543782,626016,642883,817974,889805,899864,992513],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
842,@Canada just straight playing American.. haha #Immigration #Election2016 #americanhorrorstory will you take 1 more?,"['@canada', 'just', 'straight', 'playing', 'american..', 'haha', '#immigration', '#election2016', '#americanhorrorstory', 'will', 'you', 'take', '1', 'more?']","['@canada', 'straight', 'playing', 'american..', 'haha', '#immigration', '#election2016', '#americanhorrorstory', 'take', '1', 'more?']","(1048576,[180865,255327,283330,294669,348697,380774,468047,644094,760520,842071,860030],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",1
843,It was a whirlwind love affair that began over back fat and grew into much more.,"['it', 'was', 'a', 'whirlwind', 'love', 'affair', 'that', 'began', 'over', 'back', 'fat', 'and', 'grew', 'into', 'much', 'more.']","['whirlwind', 'love', 'affair', 'began', 'back', 'fat', 'grew', 'much', 'more.']","(1048576,[38870,76764,294473,318952,684163,688630,918702,926197,972912],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
844,Eyes smile. Pretty smile.  Good hair. Miss Luhan in exo. ???????? http://t.co/y7O55by36f,"['eyes', 'smile.', 'pretty', 'smile.', '', 'good', 'hair.', 'miss', 'luhan', 'in', 'exo.', '????????', 'http://t.co/y7o55by36f']","['eyes', 'smile.', 'pretty', 'smile.', '', 'good', 'hair.', 'miss', 'luhan', 'exo.', '????????', 'http://t.co/y7o55by36f']","(1048576,[89493,437593,464060,493500,494879,547587,653179,794881,899864,1031552,1035612],[1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0])",0
845,@Chelsea_Rosette ah bless ya. Not too bad. My life's been a bit of a whirlwind the last two weeks! Got a cold too that won't shift ?? #sexy,"['@chelsea_rosette', 'ah', 'bless', 'ya.', 'not', 'too', 'bad.', 'my', ""life's"", 'been', 'a', 'bit', 'of', 'a', 'whirlwind', 'the', 'last', 'two', 'weeks!', 'got', 'a', 'cold', 'too', 'that', ""won't"", 'shift', '??', '#sexy']","['@chelsea_rosette', 'ah', 'bless', 'ya.', 'bad.', ""life's"", 'bit', 'whirlwind', 'last', 'two', 'weeks!', 'got', 'cold', 'shift', '??', '#sexy']","(1048576,[15664,24016,141854,146511,234123,259354,293607,294456,393448,511848,529669,630084,668326,926197,999366,1040772],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
846,NEW YORK: A whirlwind day of activities in New York. Breakfast at the Millennium Hotel United Nations Plaza. Lunch... http://t.co/laYZBA9y8h,"['new', 'york:', 'a', 'whirlwind', 'day', 'of', 'activities', 'in', 'new', 'york.', 'breakfast', 'at', 'the', 'millennium', 'hotel', 'united', 'nations', 'plaza.', 'lunch...', 'http://t.co/layzba9y8h']","['new', 'york:', 'whirlwind', 'day', 'activities', 'new', 'york.', 'breakfast', 'millennium', 'hotel', 'united', 'nations', 'plaza.', 'lunch...', 'http://t.co/layzba9y8h']","(1048576,[29945,150281,194478,222455,304444,363645,493841,520960,544147,800389,864431,926197,976078,1011698],[2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
847,PawSox owners public return from whirlwind trip to Durham - Knoxville News Sentinel http://t.co/9ckggGYvOU http://t.co/u0vdBrXfia,"['pawsox', 'owners', 'public', 'return', 'from', 'whirlwind', 'trip', 'to', 'durham', '-', 'knoxville', 'news', 'sentinel', 'http://t.co/9ckgggyvou', 'http://t.co/u0vdbrxfia']","['pawsox', 'owners', 'public', 'return', 'whirlwind', 'trip', 'durham', '-', 'knoxville', 'news', 'sentinel', 'http://t.co/9ckgggyvou', 'http://t.co/u0vdbrxfia']","(1048576,[119834,181986,188855,358966,393456,404218,569819,573473,745614,765264,843430,926197,1017394],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])",0
