,text,label,tokens,stopWordsRemovedTokens,rawFeatures,features,prediction
159,"In India, there's a crucial need to redefine what we call 'journalism'. There's a dire need to become the eyes and… https://t.co/hRbCvOBCLQ",0,"['in', 'india,', ""there's"", 'a', 'crucial', 'need', 'to', 'redefine', 'what', 'we', 'call', ""'journalism'."", ""there's"", 'a', 'dire', 'need', 'to', 'become', 'the', 'eyes', 'and…', 'https://t.co/hrbcvobclq']","['india,', 'crucial', 'need', 'redefine', 'call', ""'journalism'."", 'dire', 'need', 'become', 'eyes', 'and…', 'https://t.co/hrbcvobclq']","(1048576,[81909,234965,463200,500524,672404,761751,794881,869593,896138,903689,918721],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0])","(1048576,[81909,234965,463200,500524,672404,761751,794881,869593,896138,903689,918721],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,8.08024601611,4.73327018862,5.13873529672,5.13873529672])",4
160,The ?! There has never been anyone to do it better! https://t.co/WjC9GJ5qOP,0,"['the', '?!', 'there', 'has', 'never', 'been', 'anyone', 'to', 'do', 'it', 'better!', 'https://t.co/wjc9gj5qop']","['?!', 'never', 'anyone', 'better!', 'https://t.co/wjc9gj5qop']","(1048576,[59480,138193,283407,770094,912455],[1.0,1.0,1.0,1.0,1.0])","(1048576,[59480,138193,283407,770094,912455],[5.13873529672,3.52929738429,5.13873529672,3.7524409356,5.13873529672])",4
161,@danaamx Story of your life eh ya bet el gazma rodi 3al whatsapp ya bet,0,"['@danaamx', 'story', 'of', 'your', 'life', 'eh', 'ya', 'bet', 'el', 'gazma', 'rodi', '3al', 'whatsapp', 'ya', 'bet']","['@danaamx', 'story', 'life', 'eh', 'ya', 'bet', 'el', 'gazma', 'rodi', '3al', 'whatsapp', 'ya', 'bet']","(1048576,[53531,165554,172517,185873,407447,681351,726746,756873,941720,957425,990133],[1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0])","(1048576,[53531,165554,172517,185873,407447,681351,726746,756873,941720,957425,990133],[5.13873529672,5.13873529672,4.44558811616,5.13873529672,10.2774705934,5.13873529672,5.13873529672,9.46654037723,5.13873529672,4.44558811616,5.13873529672])",4
162,Are you cum’n (wrong coming) but it works too... lol see you Friday at… https://t.co/UQrbfhnY0r,0,"['are', 'you', 'cum’n', '(wrong', 'coming)', 'but', 'it', 'works', 'too...', 'lol', 'see', 'you', 'friday', 'at…', 'https://t.co/uqrbfhny0r']","['cum’n', '(wrong', 'coming)', 'works', 'too...', 'lol', 'see', 'friday', 'at…', 'https://t.co/uqrbfhny0r']","(1048576,[215995,294094,339867,357461,562421,566539,596806,799320,838779,961040],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[215995,294094,339867,357461,562421,566539,596806,799320,838779,961040],[2.83615020373,4.44558811616,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
163,@cooperrjessica the story of my life by Kell,0,"['@cooperrjessica', 'the', 'story', 'of', 'my', 'life', 'by', 'kell']","['@cooperrjessica', 'story', 'life', 'kell']","(1048576,[61357,172517,726302,957425],[1.0,1.0,1.0,1.0])","(1048576,[61357,172517,726302,957425],[5.13873529672,4.44558811616,5.13873529672,4.44558811616])",4
164,@realDonaldTrump I can tell your lawyer wrote this rather than you but it looks like you are opening yourself up to… https://t.co/zjRbFBzmSS,0,"['@realdonaldtrump', 'i', 'can', 'tell', 'your', 'lawyer', 'wrote', 'this', 'rather', 'than', 'you', 'but', 'it', 'looks', 'like', 'you', 'are', 'opening', 'yourself', 'up', 'to…', 'https://t.co/zjrbfbzmss']","['@realdonaldtrump', 'tell', 'lawyer', 'wrote', 'rather', 'looks', 'like', 'opening', 'to…', 'https://t.co/zjrbfbzmss']","(1048576,[60475,78474,82461,276025,342466,372837,470402,679547,712857,871962],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[60475,78474,82461,276025,342466,372837,470402,679547,712857,871962],[5.13873529672,3.19282514767,4.73327018862,5.13873529672,4.44558811616,4.73327018862,3.12383227618,5.13873529672,5.13873529672,5.13873529672])",4
165,"We’ve been on a pretty good roll... I haven’t changed the channel at 9:00 off of Today in a while, however, today I CANNOT!",0,"['we’ve', 'been', 'on', 'a', 'pretty', 'good', 'roll...', 'i', 'haven’t', 'changed', 'the', 'channel', 'at', '9:00', 'off', 'of', 'today', 'in', 'a', 'while,', 'however,', 'today', 'i', 'cannot!']","['we’ve', 'pretty', 'good', 'roll...', 'haven’t', 'changed', 'channel', '9:00', 'today', 'while,', 'however,', 'today', 'cannot!']","(1048576,[41704,91364,124786,164381,200531,219326,353647,406038,437593,768015,899864,989397],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0])","(1048576,[41704,91364,124786,164381,200531,219326,353647,406038,437593,768015,899864,989397],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,8.4448891297,4.44558811616,5.13873529672,4.04012300806,5.13873529672])",4
166,"Remember, #Thanos has the gauntlet and can change his mind. #ThanosDemandsYourSilence https://t.co/VyoUokrgqg",1,"['remember,', '#thanos', 'has', 'the', 'gauntlet', 'and', 'can', 'change', 'his', 'mind.', '#thanosdemandsyoursilence', 'https://t.co/vyouokrgqg']","['remember,', '#thanos', 'gauntlet', 'change', 'mind.', '#thanosdemandsyoursilence', 'https://t.co/vyouokrgqg']","(1048576,[92646,156269,170492,354655,410004,652177,673756],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[92646,156269,170492,354655,410004,652177,673756],[4.73327018862,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
167,My heart/body ache for you when you aren’t around. ,0,"['my', 'heart/body', 'ache', 'for', 'you', 'when', 'you', 'aren’t', 'around.']","['heart/body', 'ache', 'aren’t', 'around.']","(1048576,[281087,381839,608758,776654],[1.0,1.0,1.0,1.0])","(1048576,[281087,381839,608758,776654],[4.73327018862,5.13873529672,5.13873529672,4.73327018862])",4
168,When you’re around my heart/body ache more.,0,"['when', 'you’re', 'around', 'my', 'heart/body', 'ache', 'more.']","['you’re', 'around', 'heart/body', 'ache', 'more.']","(1048576,[38870,281087,602617,756700,776654],[1.0,1.0,1.0,1.0,1.0])","(1048576,[38870,281087,602617,756700,776654],[5.13873529672,4.73327018862,5.13873529672,4.22244456485,4.73327018862])",4
169,"@TariqCherif Stuck in the matrix, giving energy to shit that don’t concern then",0,"['@tariqcherif', 'stuck', 'in', 'the', 'matrix,', 'giving', 'energy', 'to', 'shit', 'that', 'don’t', 'concern', 'then']","['@tariqcherif', 'stuck', 'matrix,', 'giving', 'energy', 'shit', 'don’t', 'concern']","(1048576,[83815,154378,381509,468094,588364,643366,764990,854213],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[83815,154378,381509,468094,588364,643366,764990,854213],[5.13873529672,3.7524409356,5.13873529672,5.13873529672,4.04012300806,5.13873529672,5.13873529672,5.13873529672])",4
170,I need a Shofar before this year ends.. ??,0,"['i', 'need', 'a', 'shofar', 'before', 'this', 'year', 'ends..', '??']","['need', 'shofar', 'year', 'ends..', '??']","(1048576,[45222,483459,869593,870211,935499],[1.0,1.0,1.0,1.0,1.0])","(1048576,[45222,483459,869593,870211,935499],[5.13873529672,4.73327018862,4.04012300806,5.13873529672,5.13873529672])",4
171,"@pjgurry @ayjay Excellent. The Presence of the Word has a much richer theological dimension, but Orality &amp; Literacy… https://t.co/fmxGmwlMtT",0,"['@pjgurry', '@ayjay', 'excellent.', 'the', 'presence', 'of', 'the', 'word', 'has', 'a', 'much', 'richer', 'theological', 'dimension,', 'but', 'orality', '&amp;', 'literacy…', 'https://t.co/fmxgmwlmtt']","['@pjgurry', '@ayjay', 'excellent.', 'presence', 'word', 'much', 'richer', 'theological', 'dimension,', 'orality', '&amp;', 'literacy…', 'https://t.co/fmxgmwlmtt']","(1048576,[76764,121974,306254,425270,446725,543729,567350,654413,737310,738371,810463,811687,948370],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[76764,121974,306254,425270,446725,543729,567350,654413,737310,738371,810463,811687,948370],[4.22244456485,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,3.88597232823,5.13873529672,4.73327018862,5.13873529672,5.13873529672])",4
172,if the capitals win tonight i will 100% shit pant,0,"['if', 'the', 'capitals', 'win', 'tonight', 'i', 'will', '100%', 'shit', 'pant']","['capitals', 'win', 'tonight', '100%', 'shit', 'pant']","(1048576,[93917,490924,588364,641018,922059,1028736],[1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[93917,490924,588364,641018,922059,1028736],[5.13873529672,4.73327018862,4.04012300806,5.13873529672,4.73327018862,5.13873529672])",4
173,@lirr_grievances Suck a fart,0,"['@lirr_grievances', 'suck', 'a', 'fart']","['@lirr_grievances', 'suck', 'fart']","(1048576,[600837,759222,944870],[1.0,1.0,1.0])","(1048576,[600837,759222,944870],[5.13873529672,5.13873529672,5.13873529672])",4
174,I’m always late ctfu,0,"['i’m', 'always', 'late', 'ctfu']","['i’m', 'always', 'late', 'ctfu']","(1048576,[235606,236821,330871,456065],[1.0,1.0,1.0,1.0])","(1048576,[235606,236821,330871,456065],[3.19282514767,3.7524409356,5.13873529672,5.13873529672])",4
175,I’d be fascinated to see numbers on minorities who graduate with journalism/communication degrees — I wonder how diverse the job pool is.,0,"['i’d', 'be', 'fascinated', 'to', 'see', 'numbers', 'on', 'minorities', 'who', 'graduate', 'with', 'journalism/communication', 'degrees', '—', 'i', 'wonder', 'how', 'diverse', 'the', 'job', 'pool', 'is.']","['i’d', 'fascinated', 'see', 'numbers', 'minorities', 'graduate', 'journalism/communication', 'degrees', '—', 'wonder', 'diverse', 'job', 'pool', 'is.']","(1048576,[15236,35883,215995,224509,310116,470985,626690,658400,843676,844802,860104,899181,908449,981862],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[15236,35883,215995,224509,310116,470985,626690,658400,843676,844802,860104,899181,908449,981862],[5.13873529672,5.13873529672,2.83615020373,5.13873529672,5.13873529672,4.73327018862,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.44558811616])",4
176,"Goofy girl @ Brighton, Colorado https://t.co/NGH4zkGHrA",0,"['goofy', 'girl', '@', 'brighton,', 'colorado', 'https://t.co/ngh4zkghra']","['goofy', 'girl', '@', 'brighton,', 'colorado', 'https://t.co/ngh4zkghra']","(1048576,[30173,135195,275925,456159,555881,593730],[1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[30173,135195,275925,456159,555881,593730],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,3.88597232823])",4
177,I want to go to sleep forever,0,"['i', 'want', 'to', 'go', 'to', 'sleep', 'forever']","['want', 'go', 'sleep', 'forever']","(1048576,[63689,190256,315374,696765],[1.0,1.0,1.0,1.0])","(1048576,[63689,190256,315374,696765],[5.13873529672,3.88597232823,4.73327018862,4.04012300806])",4
178,Lace Up 4 Pediatric Cancer. Help the Mavericks reach their goal and make a donation! ??????https://t.co/hqVsPZ3fpI,0,"['lace', 'up', '4', 'pediatric', 'cancer.', 'help', 'the', 'mavericks', 'reach', 'their', 'goal', 'and', 'make', 'a', 'donation!', '??????https://t.co/hqvspz3fpi']","['lace', '4', 'pediatric', 'cancer.', 'help', 'mavericks', 'reach', 'goal', 'make', 'donation!', '??????https://t.co/hqvspz3fpi']","(1048576,[68657,222953,351861,397853,411420,438084,502003,562110,820199,831525,1020310],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[68657,222953,351861,397853,411420,438084,502003,562110,820199,831525,1020310],[5.13873529672,5.13873529672,3.88597232823,5.13873529672,5.13873529672,5.13873529672,4.73327018862,5.13873529672,5.13873529672,5.13873529672,4.22244456485])",4
179,@anamrata_ wassupppp,0,"['@anamrata_', 'wassupppp']","['@anamrata_', 'wassupppp']","(1048576,[182903,632272],[1.0,1.0])","(1048576,[182903,632272],[5.13873529672,5.13873529672])",4
180,@asimilacija @Emmyllija These r no powers,0,"['@asimilacija', '@emmyllija', 'these', 'r', 'no', 'powers']","['@asimilacija', '@emmyllija', 'r', 'powers']","(1048576,[127645,182498,586258,1028301],[1.0,1.0,1.0,1.0])","(1048576,[127645,182498,586258,1028301],[5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
181,Calling the Trump Crime Family a Mob Family is an insult to Mobsters,1,"['calling', 'the', 'trump', 'crime', 'family', 'a', 'mob', 'family', 'is', 'an', 'insult', 'to', 'mobsters']","['calling', 'trump', 'crime', 'family', 'mob', 'family', 'insult', 'mobsters']","(1048576,[7612,404280,727905,776831,822572,848868,859041],[1.0,1.0,1.0,1.0,1.0,1.0,2.0])","(1048576,[7612,404280,727905,776831,822572,848868,859041],[4.22244456485,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,10.2774705934])",4
182,Google. https://t.co/N6yMK1JZbO,0,"['google.', 'https://t.co/n6ymk1jzbo']","['google.', 'https://t.co/n6ymk1jzbo']","(1048576,[11184,648015],[1.0,1.0])","(1048576,[11184,648015],[5.13873529672,5.13873529672])",4
183,Therin is reading to VP Good this morning! #FalconsRead #AwesomeWorkTherin @renfrewspeced @RCDSB https://t.co/ZS5usG4LrK,0,"['therin', 'is', 'reading', 'to', 'vp', 'good', 'this', 'morning!', '#falconsread', '#awesomeworktherin', '@renfrewspeced', '@rcdsb', 'https://t.co/zs5usg4lrk']","['therin', 'reading', 'vp', 'good', 'morning!', '#falconsread', '#awesomeworktherin', '@renfrewspeced', '@rcdsb', 'https://t.co/zs5usg4lrk']","(1048576,[55103,60341,163687,173483,198945,318741,541198,569960,899864,909808],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[55103,60341,163687,173483,198945,318741,541198,569960,899864,909808],[5.13873529672,5.13873529672,5.13873529672,4.73327018862,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.04012300806,5.13873529672])",4
184,In need of a little inspiration this morning ? Andy Warhol reproduction Polaroid prints from @Kidrobot /… https://t.co/8DepvHIxaE,0,"['in', 'need', 'of', 'a', 'little', 'inspiration', 'this', 'morning', '?', 'andy', 'warhol', 'reproduction', 'polaroid', 'prints', 'from', '@kidrobot', '/…', 'https://t.co/8depvhixae']","['need', 'little', 'inspiration', 'morning', '?', 'andy', 'warhol', 'reproduction', 'polaroid', 'prints', '@kidrobot', '/…', 'https://t.co/8depvhixae']","(1048576,[11181,195905,203656,423241,437949,443663,461243,536239,547205,598896,655731,857951,869593],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[11181,195905,203656,423241,437949,443663,461243,536239,547205,598896,655731,857951,869593],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.73327018862,5.13873529672,4.22244456485,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.04012300806])",4
185,Cleared: Incident on #I495 WB at Exit 17E - I-278,0,"['cleared:', 'incident', 'on', '#i495', 'wb', 'at', 'exit', '17e', '-', 'i-278']","['cleared:', 'incident', '#i495', 'wb', 'exit', '17e', '-', 'i-278']","(1048576,[110020,123420,569819,696618,907658,915299,989477,1008469],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[110020,123420,569819,696618,907658,915299,989477,1008469],[5.13873529672,4.73327018862,2.57378593926,4.73327018862,5.13873529672,4.73327018862,5.13873529672,4.73327018862])",4
186,MSM : Crickets! https://t.co/G4cE0vyVeI,0,"['msm', ':', 'crickets!', 'https://t.co/g4ce0vyvei']","['msm', ':', 'crickets!', 'https://t.co/g4ce0vyvei']","(1048576,[332357,755136,787742,971734],[1.0,1.0,1.0,1.0])","(1048576,[332357,755136,787742,971734],[5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
187,Thanks @Williamson_SR! Such a great group and amazing institution @HenryFordNews @OSUWexMed https://t.co/UF2NWYN7cd,0,"['thanks', '@williamson_sr!', 'such', 'a', 'great', 'group', 'and', 'amazing', 'institution', '@henryfordnews', '@osuwexmed', 'https://t.co/uf2nwyn7cd']","['thanks', '@williamson_sr!', 'great', 'group', 'amazing', 'institution', '@henryfordnews', '@osuwexmed', 'https://t.co/uf2nwyn7cd']","(1048576,[117646,138356,369536,540714,618473,715548,746078,789965,1016588],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[117646,138356,369536,540714,618473,715548,746078,789965,1016588],[5.13873529672,3.52929738429,5.13873529672,5.13873529672,5.13873529672,4.73327018862,4.22244456485,5.13873529672,5.13873529672])",4
188,Last weeks episode of Riverdale is stressing me TF OUT,0,"['last', 'weeks', 'episode', 'of', 'riverdale', 'is', 'stressing', 'me', 'tf', 'out']","['last', 'weeks', 'episode', 'riverdale', 'stressing', 'tf']","(1048576,[250299,268539,375574,529669,757965,798488],[1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[250299,268539,375574,529669,757965,798488],[5.13873529672,5.13873529672,5.13873529672,4.04012300806,5.13873529672,4.73327018862])",4
189,grateful for another day,0,"['grateful', 'for', 'another', 'day']","['grateful', 'another', 'day']","(1048576,[455491,738052,800389],[1.0,1.0,1.0])","(1048576,[455491,738052,800389],[4.73327018862,5.13873529672,3.52929738429])",4
190,The brand is strong ? https://t.co/75mmKSfRRl,0,"['the', 'brand', 'is', 'strong', '?', 'https://t.co/75mmksfrrl']","['brand', 'strong', '?', 'https://t.co/75mmksfrrl']","(1048576,[159176,239161,709927,870237],[1.0,1.0,1.0,1.0])","(1048576,[159176,239161,709927,870237],[4.73327018862,5.13873529672,5.13873529672,4.44558811616])",4
191,Cleared: Incident on #I495 EB from 80th Street; I-495 to Exit 22A - Grand Central Parkwy,0,"['cleared:', 'incident', 'on', '#i495', 'eb', 'from', '80th', 'street;', 'i-495', 'to', 'exit', '22a', '-', 'grand', 'central', 'parkwy']","['cleared:', 'incident', '#i495', 'eb', '80th', 'street;', 'i-495', 'exit', '22a', '-', 'grand', 'central', 'parkwy']","(1048576,[123420,483955,498550,569819,696618,731790,772795,892565,915299,919947,935922,1008469,1028681],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[123420,483955,498550,569819,696618,731790,772795,892565,915299,919947,935922,1008469,1028681],[4.73327018862,5.13873529672,5.13873529672,2.57378593926,4.73327018862,5.13873529672,5.13873529672,5.13873529672,4.73327018862,5.13873529672,5.13873529672,4.73327018862,5.13873529672])",4
192,@rodeodance @SenatorBaldwin @CathyMyersWI @IronStache #IronStache is completely in agreement!,0,"['@rodeodance', '@senatorbaldwin', '@cathymyerswi', '@ironstache', '#ironstache', 'is', 'completely', 'in', 'agreement!']","['@rodeodance', '@senatorbaldwin', '@cathymyerswi', '@ironstache', '#ironstache', 'completely', 'agreement!']","(1048576,[42619,301243,372790,455310,620545,834382,893004],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[42619,301243,372790,455310,620545,834382,893004],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
193,@_Makada_ Amen!,0,"['@_makada_', 'amen!']","['@_makada_', 'amen!']","(1048576,[311300,648987],[1.0,1.0])","(1048576,[311300,648987],[5.13873529672,5.13873529672])",4
194,They means everyone,1,"['they', 'means', 'everyone']","['means', 'everyone']","(1048576,[561389,937578],[1.0,1.0])","(1048576,[561389,937578],[5.13873529672,4.73327018862])",4
195,"Miracle Ikechukwu Igbokwe, may the name 'Miracle' always work for you ????",0,"['miracle', 'ikechukwu', 'igbokwe,', 'may', 'the', 'name', ""'miracle'"", 'always', 'work', 'for', 'you', '????']","['miracle', 'ikechukwu', 'igbokwe,', 'may', 'name', ""'miracle'"", 'always', 'work', '????']","(1048576,[140586,236821,379391,558765,559407,640745,651532,820775,867002],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[140586,236821,379391,558765,559407,640745,651532,820775,867002],[4.44558811616,3.7524409356,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,2.88744349812,5.13873529672])",4
196,#10Years I had my very first pro wrestling match 10 years ago today. What a wild and interesting ride it's been.… https://t.co/eu6k6mcldf,0,"['#10years', 'i', 'had', 'my', 'very', 'first', 'pro', 'wrestling', 'match', '10', 'years', 'ago', 'today.', 'what', 'a', 'wild', 'and', 'interesting', 'ride', ""it's"", 'been.…', 'https://t.co/eu6k6mcldf']","['#10years', 'first', 'pro', 'wrestling', 'match', '10', 'years', 'ago', 'today.', 'wild', 'interesting', 'ride', 'been.…', 'https://t.co/eu6k6mcldf']","(1048576,[5232,73140,82111,221916,252717,356958,362458,598761,644280,662267,676563,934692,945888,1045955],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[5232,73140,82111,221916,252717,356958,362458,598761,644280,662267,676563,934692,945888,1045955],[5.13873529672,4.73327018862,4.04012300806,5.13873529672,5.13873529672,5.13873529672,4.44558811616,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.73327018862])",4
197,@UKAdrianReed thanks for the presentation this morning!! ?,0,"['@ukadrianreed', 'thanks', 'for', 'the', 'presentation', 'this', 'morning!!', '?']","['@ukadrianreed', 'thanks', 'presentation', 'morning!!', '?']","(1048576,[458926,731482,746078,760875,984339],[1.0,1.0,1.0,1.0,1.0])","(1048576,[458926,731482,746078,760875,984339],[5.13873529672,5.13873529672,4.22244456485,5.13873529672,5.13873529672])",4
198,annoyed,0,['annoyed'],['annoyed'],"(1048576,[963676],[1.0])","(1048576,[963676],[5.13873529672])",4
199,Is lightning in a bottle the move?,0,"['is', 'lightning', 'in', 'a', 'bottle', 'the', 'move?']","['lightning', 'bottle', 'move?']","(1048576,[323810,769307,907911],[1.0,1.0,1.0])","(1048576,[323810,769307,907911],[5.13873529672,5.13873529672,5.13873529672])",4
200,Constantly cold asf,0,"['constantly', 'cold', 'asf']","['constantly', 'cold', 'asf']","(1048576,[24016,78714,754976],[1.0,1.0,1.0])","(1048576,[24016,78714,754976],[5.13873529672,5.13873529672,5.13873529672])",4
201,The final session with Mavis VSO Resource Mobilization Advisor walking the Regional ZNCWC delegates on board traini… https://t.co/yCVRdmHkGK,0,"['the', 'final', 'session', 'with', 'mavis', 'vso', 'resource', 'mobilization', 'advisor', 'walking', 'the', 'regional', 'zncwc', 'delegates', 'on', 'board', 'traini…', 'https://t.co/ycvrdmhkgk']","['final', 'session', 'mavis', 'vso', 'resource', 'mobilization', 'advisor', 'walking', 'regional', 'zncwc', 'delegates', 'board', 'traini…', 'https://t.co/ycvrdmhkgk']","(1048576,[32206,127217,143110,149910,364534,466096,469228,497491,694681,713875,796109,1044715,1044754,1048517],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[32206,127217,143110,149910,364534,466096,469228,497491,694681,713875,796109,1044715,1044754,1048517],[4.73327018862,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,4.44558811616,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
202,Historically English names reflect the trade of ancestors,0,"['historically', 'english', 'names', 'reflect', 'the', 'trade', 'of', 'ancestors']","['historically', 'english', 'names', 'reflect', 'trade', 'ancestors']","(1048576,[86203,236204,242466,403774,441599,1027246],[1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[86203,236204,242466,403774,441599,1027246],[5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672,5.13873529672])",4
203,please explain this one https://t.co/bqmm2IXfmM,0,"['please', 'explain', 'this', 'one', 'https://t.co/bqmm2ixfmm']","['please', 'explain', 'one', 'https://t.co/bqmm2ixfmm']","(1048576,[132778,630081,649660,1017353],[1.0,1.0,1.0,1.0])","(1048576,[132778,630081,649660,1017353],[5.13873529672,5.13873529672,3.52929738429,4.22244456485])",4
204,"See our latest #Lafayette, LA #job and click to apply: OB/GYN - Locums - Lafayette, Louisiana -… https://t.co/qul6KscpbU",0,"['see', 'our', 'latest', '#lafayette,', 'la', '#job', 'and', 'click', 'to', 'apply:', 'ob/gyn', '-', 'locums', '-', 'lafayette,', 'louisiana', '-…', 'https://t.co/qul6kscpbu']","['see', 'latest', '#lafayette,', 'la', '#job', 'click', 'apply:', 'ob/gyn', '-', 'locums', '-', 'lafayette,', 'louisiana', '-…', 'https://t.co/qul6kscpbu']","(1048576,[65535,122254,215995,248064,398402,526007,569819,597623,770186,846161,856842,944476,1012665,1031255],[1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[65535,122254,215995,248064,398402,526007,569819,597623,770186,846161,856842,944476,1012665,1031255],[5.13873529672,2.3978952728,2.83615020373,5.13873529672,3.63465789995,5.13873529672,5.14757187852,5.13873529672,2.88744349812,4.44558811616,4.22244456485,5.13873529672,5.13873529672,3.43398720449])",4
205,@D_clare47 @TobyHanson24 Key word Healthy for sure. Love the guy too I hope he goes off,0,"['@d_clare47', '@tobyhanson24', 'key', 'word', 'healthy', 'for', 'sure.', 'love', 'the', 'guy', 'too', 'i', 'hope', 'he', 'goes', 'off']","['@d_clare47', '@tobyhanson24', 'key', 'word', 'healthy', 'sure.', 'love', 'guy', 'hope', 'goes']","(1048576,[242196,495083,652448,748929,810463,812396,907171,949719,972912,983349],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[242196,495083,652448,748929,810463,812396,907171,949719,972912,983349],[5.13873529672,5.13873529672,4.44558811616,5.13873529672,4.73327018862,5.13873529672,4.73327018862,4.73327018862,3.63465789995,5.13873529672])",5
206,You know how in middle school/high school the #1 way to flirt was to steal someone’s hat and be like “hehehe bet yo… https://t.co/rd3PUgjhfy,0,"['you', 'know', 'how', 'in', 'middle', 'school/high', 'school', 'the', '#1', 'way', 'to', 'flirt', 'was', 'to', 'steal', 'someone’s', 'hat', 'and', 'be', 'like', '“hehehe', 'bet', 'yo…', 'https://t.co/rd3pugjhfy']","['know', 'middle', 'school/high', 'school', '#1', 'way', 'flirt', 'steal', 'someone’s', 'hat', 'like', '“hehehe', 'bet', 'yo…', 'https://t.co/rd3pugjhfy']","(1048576,[18004,109232,315462,461399,470402,586943,692469,738771,756873,828630,857423,886718,927363,947021,982824],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1048576,[18004,109232,315462,461399,470402,586943,692469,738771,756873,828630,857423,886718,927363,947021,982824],[5.13873529672,5.13873529672,4.73327018862,4.44558811616,3.12383227618,4.73327018862,5.13873529672,5.13873529672,4.73327018862,5.13873529672,5.13873529672,5.13873529672,3.7524409356,5.13873529672,5.13873529672])",4
