,_1,_2,_3,_4
4536,@jefarrr yeah she switched it back. im always pissed and hungry. it feels how im usually on claritin. i just have to watch what i eat.,"(262144,[1746,60233,82065,101402,115532,166551,191884,195807,196766,212582,233718,236821,254274],[0.0,0.0,6.1830236095,11.6166603201,0.0,0.0,4.22421005561,6.1830236095,6.78915941307,0.0,0.0,5.44542466637,5.40286505195])","[0.0874366233871,0.0749596847256,0.226954439614,0.27057630631,0.0794462608427,0.11173519256,0.0786583103698,0.070233182191]",3
4542,"@AureliaCotta Yep, which worked last time but not yet so far. Just added Claritin, as nurse suggested. They've gotten to a sensitive spot.","(262144,[5381,9521,21213,64803,94635,121517,122196,148073,168436,181616,203416,233671,240017,258156],[4.39126414027,6.63500873324,0.0,0.0,0.0,3.93652798316,0.0,6.78915941307,5.80833016006,0.0,6.1830236095,4.57358569706,0.0,0.0])","[0.0776086894433,0.152903053043,0.149167391987,0.173537736005,0.103181261946,0.160673202931,0.0965518470588,0.0863768175853]",3
4544,@_MarissaAnn I know right? Just like Claritin is the only thing I've had lately.,"(262144,[107499,140931,174120,208258,214094,224402,255292],[4.99739994384,4.19889224762,6.78915941307,3.49332254706,0.0,0.0,1.96351590432])","[0.111661028025,0.113568075895,0.107553077777,0.236748441093,0.109994179549,0.104367513372,0.121045836601,0.0950618476878]",3
4551,"Ear drops, eye drops, cough drops, Claritin. Lovely","(262144,[86037,98954,103032,190892,191884,253942],[5.74770553824,0.0,6.50147734062,0.0,4.22421005561,0.0])","[0.0986573923666,0.131097221747,0.145030138217,0.218956430296,0.101533108847,0.098617567583,0.106660791481,0.0994473494632]",3
4553,@kevinfightguy buy him some Claritin.,"(262144,[3367,70389,191884],[0.0,4.36141117712,4.22421005561])","[0.110480656607,0.112354966374,0.156287232292,0.178992157454,0.111002812778,0.109841484185,0.110910974803,0.110129715507]",3
4567,:-/ Jeez...Claritin and Nyquil seem to be working ... but..but..but..but...oh well time to say goodnight! :-D,"(262144,[50671,65212,102824,106723,109368,117133,121517,138887,186925,204592,237388,250155],[0.0,5.36204305743,5.44542466637,0.0,0.0,6.50147734062,3.93652798316,0.0,5.21362305231,5.08441132083,0.0,0.0])","[0.116546267116,0.117971118601,0.168902925828,0.175590837565,0.121373459485,0.105138281964,0.0896884737751,0.104788635666]",3
4581,I'm lying the only thing I pop is Claritin,"(262144,[107499,174771,219753,255292],[4.99739994384,4.26343076876,6.78915941307,1.96351590432])","[0.142086372337,0.101636827008,0.104453342379,0.22947785046,0.111438871313,0.103984349243,0.102248090836,0.104674296424]",3
4590,Remind me Claritin is never a good idea,"(262144,[73528,113432,127702,245806,255292],[0.0,4.13826762581,5.87286868119,4.97000096965,1.96351590432])","[0.113121941369,0.103533578263,0.169313605221,0.171831444528,0.118143375629,0.106946378456,0.111660296325,0.105449380209]",3
4635,@MontanaVolby If all fails.Claritin D is a great decongestant.  Disney Hall's cough drops=great cough suppressor (Halls as an alternative).,"(262144,[19829,27526,46578,60064,76745,86037,86941,138356,172930,233936,249180,259003,259745],[0.0,3.94618989407,0.0,0.0,0.0,11.4954110765,0.0,4.01657069083,0.0,6.78915941307,2.33481211682,0.0,0.0])","[0.0898373350937,0.0892074073334,0.0906242353834,0.327292808721,0.131952070715,0.0883708406673,0.0897972397846,0.0929180623018]",3
4649,@PoliticsNation this vote suppression thing is malarky ID needed for beer cigs Claritin driving and the big DNC CONV. NO ID NO ENTRY RIGHT?,"(262144,[6618,11996,30006,43068,49918,50732,77293,103567,107499,127009,131565,174120,192400,210559,216803,255292],[0.0,6.78915941307,4.45378449725,0.0,0.0,0.0,0.0,5.28508201629,4.99739994384,0.0,0.0,6.78915941307,0.0,0.0,0.0,1.96351590432])","[0.144585291459,0.167964238187,0.0869297195941,0.202782965296,0.0919363634616,0.137939767484,0.0843412193639,0.0835204351539]",3
4655,@dbarr94 yup Claritin vs monesson did it earlier this year  first time I heard of it but this game here decides the big9 conference champion,"(262144,[35959,51281,73197,74253,82111,84365,121517,129958,138895,163241,179633,181944,221315,228338,249180,255292],[6.63500873324,0.0,5.63647990313,6.50147734062,4.59193483573,0.0,3.93652798316,0.0,4.8197187666,0.0,0.0,0.0,5.48987642894,6.50147734062,2.33481211682,1.96351590432])","[0.0738251010999,0.0780630649953,0.0984627688475,0.36751724641,0.0962577413037,0.0952901230423,0.100672630325,0.0899113239766]",3
4656,Gucci Mane needs some Nasonex or a Claritin forreal,"(262144,[34301,110627,138189,236330,239122,255292],[0.0,0.0,0.0,0.0,5.28508201629,1.96351590432])","[0.113034814422,0.133880621472,0.120632188751,0.146750431256,0.115613173508,0.113586346842,0.141356064913,0.115146358836]",3
4665,Claritin and baked Cheetos are equal parts saving and ruining my life right now. #cheesyallergyhaze,"(262144,[36578,55202,57018,70024,97633,118590,135951,172517,190266,193910,255292],[0.0,0.0,5.40286505195,0.0,0.0,4.36141117712,0.0,5.14693167781,4.99739994384,0.0,1.96351590432])","[0.0938293428322,0.108988530994,0.123580938445,0.200455621522,0.150019173059,0.106497816384,0.0960095503218,0.120619026441]",3
4685,@Grantalex23 @JeremyTimp @RRilena it's okay auggie I got a full proof plan take Claritin two hours before helps you breath better,"(262144,[15664,31463,41240,41262,55639,63409,115917,132519,144885,151393,153955,166687,193801,232427,255292,261610],[5.05455835768,3.92695853214,0.0,0.0,3.63215899192,5.94186155268,4.66889587687,0.0,0.0,5.40286505195,0.0,6.50147734062,0.0,5.94186155268,1.96351590432,0.0])","[0.076002012607,0.0811725093839,0.144415535133,0.273551157204,0.174937058651,0.0781904470961,0.0956818489922,0.0760494309332]",3
4711,Girlfriend has a sore throat....she obviously needs the D....Claritin D!,"(262144,[10219,113470,130236,175098,188123,200622,239122],[6.63500873324,0.0,0.0,0.0,0.0,0.0,5.28508201629])","[0.104180177998,0.114870334946,0.105385331269,0.240307023227,0.103827219951,0.104524836439,0.121797922539,0.105107153631]",3
4715,Claritin D 12 hour workps so good,"(262144,[27526,98431,113432,148801,255292,259362],[3.94618989407,5.36204305743,4.13826762581,0.0,1.96351590432,5.53639644457])","[0.0980471312925,0.104166161169,0.113488586702,0.179992169921,0.115521347878,0.112969755967,0.17202995376,0.10378489331]",3
4720,Good thing Claritin starts working immediately #sikee #sneezingfordays,"(262144,[18327,102824,107499,113432,190540,203457,254112,255292],[0.0,5.44542466637,4.99739994384,4.13826762581,0.0,6.50147734062,0.0,1.96351590432])","[0.105402277506,0.181610003124,0.102741525966,0.21017133211,0.100973305295,0.0979107801103,0.103759213674,0.0974315622159]",3
4735,"12 hours later, I'm still waiting for this Claritin D to kick in...ugh. #allergiesarekillingme","(262144,[27526,36200,63409,99364,115338,152823,229912,249094,255292,259362],[3.94618989407,4.45378449725,5.94186155268,5.40286505195,0.0,5.74770553824,0.0,0.0,1.96351590432,5.53639644457])","[0.0821946007294,0.0933108736371,0.105427978177,0.354973726492,0.09717123223,0.0833064521696,0.0922319686463,0.0913831679188]",3
4740,@a2cmoney you got any claritin though?,"(262144,[31463,156779,241517,255292],[3.92695853214,0.0,0.0,1.96351590432])","[0.117460913949,0.121544135284,0.124477165094,0.147656870382,0.123856752136,0.116900410024,0.126882882884,0.121220870246]",3
4757,Got allergies? Get some Claritin D. @kanickles,"(262144,[31463,75329,99895,126648,245750,255292],[3.92695853214,4.91735723617,3.36598312469,0.0,6.1830236095,1.96351590432])","[0.107119369321,0.11230886651,0.10685402274,0.221627019976,0.11469975922,0.100412707325,0.10623590484,0.130742350068]",3
4763,Either Claritin doesn't agree with me or that seemingly sweet girl at Pret a Manger roofied my coffee. #wonky,"(262144,[13372,13781,38728,150494,155672,179858,180022,180220,214633,248762,255292],[0.0,5.80833016006,0.0,6.78915941307,0.0,0.0,0.0,6.63500873324,0.0,0.0,1.96351590432])","[0.112847070257,0.165479501605,0.0967785228487,0.205540357543,0.120833337126,0.0933593847096,0.111592773471,0.09356905244]",3
4765,"@kattie_tweet Yun o. Claritin, Zyrtec o Benadryl. Pili ka lang.","(262144,[3647,49820,88427,130867,180792,184870,185214,191540,233671,250208],[0.0,0.0,6.78915941307,0.0,5.40286505195,0.0,0.0,0.0,4.57358569706,0.0])","[0.0973525371756,0.102242054652,0.13336500131,0.191234265211,0.125340119748,0.0989709516461,0.1481915338,0.103303536458]",3
4768,@CaptiannMorgan you got some Claritin or something for allergies?,"(262144,[31463,173297,210901,245750,255292],[3.92695853214,5.17972150063,0.0,6.1830236095,1.96351590432])","[0.100329327956,0.101822828358,0.175866414146,0.213194675177,0.102975185791,0.0986183098806,0.104675451456,0.102517807235]",3
4843,"My Claritin liquid gels are failing right now. I spent the extra money to have fast relief, but instead I am SUFFERING #gimmemymoneyback","(262144,[20661,48804,74079,78216,113503,118590,120180,133464,161985,171481,190266,222655,236986,255292],[0.0,0.0,5.40286505195,6.50147734062,5.53639644457,4.36141117712,0.0,6.1830236095,0.0,0.0,4.99739994384,0.0,5.94186155268,1.96351590432])","[0.127381970296,0.0847529257198,0.143486575347,0.23646230648,0.0775942799283,0.156329111754,0.0775419912363,0.0964508392382]",3
4853,popped a Claritin I'm gonna be high as a kite in a minute,"(262144,[9353,37254,136020,191973,204743,255292],[0.0,0.0,6.01596952484,6.63500873324,5.28508201629,1.96351590432])","[0.11392278397,0.133749739101,0.121209290523,0.189456344768,0.114913317618,0.126518700695,0.104326025379,0.0959037979471]",3
4865,paid $60 to wait an hour. for a two minute speech about how I need to take Claritin? what. a. joke.,"(262144,[8126,15664,30265,33532,51840,55639,68950,80649,83161,150069,162781,191973,200844],[0.0,5.05455835768,5.40286505195,6.78915941307,0.0,3.63215899192,0.0,6.50147734062,3.5702835882,4.91735723617,0.0,6.63500873324,0.0])","[0.110059423705,0.153104590319,0.167357213866,0.229100203677,0.091572520236,0.0826081179542,0.0915831285588,0.0746148016839]",3
4871,"@Darlina24 oh no, i went to the doctor and she told me to take Claritin daily for two weeks and if it didnt go away to go to an Allergist","(262144,[9129,15664,46979,52914,55639,61712,83532,101450,105535,114357,146139,172477,188304,233677,255292],[5.02557082081,5.05455835768,0.0,6.63500873324,3.63215899192,0.0,5.80833016006,0.0,6.78915941307,4.99739994384,5.80833016006,8.14011875156,6.78915941307,6.78915941307,1.96351590432])","[0.063210256175,0.104199117551,0.158779305623,0.225067700324,0.0991415249505,0.0720173497478,0.217860114025,0.0597246316037]",3
4883,"Today, I got hit by a train called the Allergy Express. Sooo Windy-ana Jones outside. #Claritin #please #ouch","(262144,[11483,31407,31463,36007,70340,96239,101826,133134,138983,146352,178534,181608,214737,253016],[5.6905471244,0.0,3.92695853214,0.0,0.0,6.63500873324,0.0,0.0,0.0,4.94333272257,4.17419963503,0.0,6.01596952484,5.63647990313])","[0.0799546258371,0.109583625936,0.104683381112,0.19629125943,0.11507876053,0.0861709935264,0.165754276366,0.142483077263]",3
4915,"""Her allergies were acting up, so I gave her the """"D""""........ Claritin D.""""","(262144,[26786,77044,80824,93839,130175,233502,243682,255292],[0.0,4.33242364025,6.63500873324,0.0,0.0,5.74770553824,6.63500873324,1.96351590432])","[0.0881260820998,0.0947928434428,0.124489272012,0.213271229844,0.111260646601,0.188585984776,0.090608789377,0.0888651518474]",3
4936,"@jenni7283 yep, I'm lying in bed waiting for Claritin D to kick in.","(262144,[14716,27526,64803,87730,99364,152823,162386,219753,255292],[0.0,3.94618989407,0.0,6.78915941307,5.40286505195,5.74770553824,6.78915941307,6.78915941307,1.96351590432])","[0.157189930162,0.0815551481659,0.0848315840421,0.263949325028,0.16854523531,0.0772451480499,0.0853819218246,0.0813017074179]",3
4938,This Claritin-D isn't working for me #NoBueno,"(262144,[102824,167154,230490],[5.44542466637,0.0,5.1151829795])","[0.109087261585,0.15198015257,0.111193258865,0.191239551396,0.108150576998,0.10662348139,0.115259990356,0.106465726841]",3
4954,That Claritin Needa Kick In Already,"(262144,[62713,82158,152823,255292],[5.21362305231,0.0,5.74770553824,1.96351590432])","[0.104364773239,0.115216559152,0.114925356782,0.173712734814,0.123517853053,0.105852072113,0.156598288241,0.105812362605]",3
4973,@JBach112 no!! It's generic Zyrtec/Claritin !!! http://t.co/TImYB1Bw,"(262144,[42151,69484,98360,158424,173517,176122],[0.0,0.0,6.50147734062,0.0,0.0,0.0])","[0.118437092126,0.113589035242,0.112770599498,0.165755935299,0.113393163044,0.112673365796,0.115078546276,0.148302262718]",3
4976,That Claritin Got Me Right !,"(262144,[28990,31463,118590,255292],[5.36204305743,3.92695853214,4.36141117712,1.96351590432])","[0.140201741221,0.108720858485,0.119101243104,0.157671719714,0.114739435299,0.102942327489,0.116632199262,0.139990475427]",3
4994,You have allergies? You need the Claritin...... D,"(262144,[27526,83161,191518,245750],[3.94618989407,3.5702835882,0.0,6.1830236095])","[0.105817707773,0.108531560741,0.120536463391,0.209806450866,0.132378176962,0.105634082052,0.108079361428,0.109216196787]",3
5020,Back to taking claritin everyday. Lets see if this stupid cough goes away.,"(262144,[25964,37619,77329,86037,120667,132270,215995,251329,255292,258969],[6.1830236095,0.0,4.94333272257,5.74770553824,0.0,5.21362305231,3.77689783756,6.2783337893,1.96351590432,0.0])","[0.0859151344926,0.102594292526,0.101793242407,0.197208144064,0.129137220844,0.165807657366,0.105039325645,0.112504982654]",3
5029,@Makenzie8899 oohh Claritin D! reminds me of vitamin D,"(262144,[10219,17004,27526,87706,106382,212608,255292],[6.63500873324,0.0,3.94618989407,0.0,0.0,6.1830236095,1.96351590432])","[0.0968762073856,0.102978628009,0.11067954532,0.283328771845,0.11092883361,0.0961248400163,0.0990013530406,0.100081820773]",3
5030,"Panadol &amp; Claritin, is my Aunt tryna kill me?! X_X","(262144,[619,6900,76381,123858,167471,213022,233671,249130],[6.50147734062,0.0,0.0,0.0,0.0,3.0240908206,4.57358569706,6.63500873324])","[0.0960923266123,0.171229087084,0.119667468355,0.181885996988,0.122532832213,0.103232197125,0.0987123392126,0.106647752411]",3
5035,If a girl sends you Heyy I'm sick!! She probably wants the D ....... Claritin-D 24 hours @she,"(262144,[13781,27526,36067,45006,63409,71239,76558,148921,152179,187043,230490,258568],[5.80833016006,3.94618989407,0.0,0.0,5.94186155268,0.0,4.89203942818,5.02557082081,0.0,6.2783337893,5.1151829795,0.0])","[0.115956691377,0.144008446416,0.101223851894,0.228713074395,0.0912689594085,0.0803754217868,0.158325576578,0.0801279781449]",3
5052,"I need Claritin D, which means I have to find a store with an open pharmacy just to breathe. On a Sunday...","(262144,[7367,14567,38276,83161,91878,113945,133556,151146,169527,255292],[2.53354670325,0.0,0.0,3.5702835882,4.77425639253,0.0,5.63647990313,6.63500873324,4.22421005561,1.96351590432])","[0.0983819769355,0.110246033546,0.0980220728638,0.180850022607,0.169335929575,0.154471719878,0.0924816946612,0.0962105499349]",3
5057,@haleydidyourmom @crenshee She got a cold? Give her the Claritin D.... #ShitJustGotReal #shitISay,"(262144,[31463,63399,105742,107367,120288,144135,231257,249390,255292],[3.92695853214,0.0,0.0,4.27685378909,0.0,0.0,0.0,0.0,1.96351590432])","[0.111754307417,0.124262676633,0.120451089685,0.153602711435,0.119950458149,0.109799666647,0.119656543186,0.140522546847]",3
5062,"Butttttt I have some cute things, Claritin, a tank full of gas. So I guess I'll survive.","(262144,[5173,7123,9720,23837,72888,124670,151393,233671,240723],[5.58518660874,0.0,0.0,0.0,0.0,0.0,5.40286505195,4.57358569706,0.0])","[0.0995094728627,0.100525410826,0.10808499306,0.252167696362,0.128932075494,0.101803797555,0.103623607358,0.105352946483]",3
5068,"@_SeasonPremiere this is outrageous. It's almost November, allergy season should've been over.. I refuse to buy anymore Claritin _????_??_?????","(262144,[6258,14631,70389,81451,82417,146352,158427,175694,202556,223821,248395,255292,262001],[0.0,0.0,4.36141117712,0.0,0.0,4.94333272257,6.78915941307,0.0,0.0,6.1830236095,6.78915941307,1.96351590432,0.0])","[0.0826202635602,0.167006154288,0.0897755995433,0.20407511992,0.166180731171,0.0822308291207,0.120091283003,0.0880200193926]",3
5070,The only thing i like about Claritin commercials is when the screen is dull and then it peels off to be full of color and vibrancy. Its cool,"(262144,[35044,99270,107499,120069,151393,177269,183559,208258,209139,223619,255292],[6.01596952484,0.0,4.99739994384,0.0,5.40286505195,0.0,0.0,3.49332254706,0.0,5.48987642894,1.96351590432])","[0.102718322293,0.0928758036248,0.17521657198,0.245737437938,0.102554556662,0.0870480907903,0.106083070915,0.087766145797]",3
5076,@GutchieBaby allerta or claritin ka na :),"(262144,[14120,88427,191947,222992,233867,255292],[0.0,6.78915941307,5.94186155268,4.43778415591,0.0,1.96351590432])","[0.0949517320394,0.159136773188,0.122479797633,0.182134543858,0.0986263231927,0.0950964821535,0.149085707023,0.0984886409128]",3
5099,"I'd drink Wendy's iced tea everyday if only it wasn't fattening, and if I have a limitless supply of anti-histamine (like, Claritin).","(262144,[114281,125451,127412,135051,174188,182591,196752,205876,208422,214528,257192],[0.0,0.0,6.78915941307,6.78915941307,0.0,0.0,0.0,6.1830236095,0.0,0.0,6.78915941307])","[0.0888045556439,0.0879828844917,0.161736921948,0.192582389849,0.119255855919,0.164055094868,0.0877292606063,0.0978530366742]",3
5107,"""""""You have allergies? I'll give you that Claritin D"""" hahah _????_??_????? @Bswaglees @brittanyxharper @E_Van_Wall_Ace""","(262144,[60088,87380,96210,100042,107367,113838,208309,245750,248395,255292],[0.0,0.0,0.0,0.0,4.27685378909,0.0,0.0,6.1830236095,6.78915941307,1.96351590432])","[0.0974112683217,0.108480450343,0.102264054537,0.284886140387,0.100302445039,0.0951753185676,0.0971554378538,0.114324884951]",3
5131,You horny? I gotchu some Claritin D! _????_??_??__????_??_??_ http://t.co/U9lt1Y66,"(262144,[10219,120203,130447,158658,237148,255292],[6.63500873324,0.0,0.0,0.0,0.0,1.96351590432])","[0.110063471769,0.114074416469,0.115534777784,0.214695033981,0.113021907536,0.110132216026,0.111648685816,0.11082949062]",3
5136,@Levi_V24 I have Claritin and Benedryl on deck bro.,"(262144,[33787,115577,122864,206142,255292],[6.78915941307,0.0,0.0,0.0,1.96351590432])","[0.109806880257,0.113799876356,0.115253659729,0.216014802503,0.112752902474,0.110417413145,0.111384966454,0.110569499082]",3
5142,""". @leosoup """"to close off my speech. Get Claritin clear"""" Chris Christie""","(262144,[28447,99890,99895,172645,181654,216432,220560,235526,255292,257611],[0.0,0.0,3.36598312469,0.0,6.78915941307,6.38369430496,0.0,0.0,1.96351590432,0.0])","[0.100273871647,0.102723212352,0.106165521093,0.192532547919,0.103742469566,0.18998115913,0.100894048282,0.103687170011]",3
5148,@jakeryan_b I need a Claritin cough cough,"(262144,[83161,86037,97649,255292],[3.5702835882,11.4954110765,0.0,1.96351590432])","[0.098736727007,0.102871096571,0.112278487139,0.264631123373,0.117574046421,0.101074152338,0.102666185027,0.100168182124]",3
5149,It seems Referee Bill Leavy could make a ton of money doing Claritin commercials. #MNF #Cardinals #49ers,"(262144,[8261,21417,27988,58839,59460,71943,89717,99621,133117,158129,236986,255292],[0.0,0.0,0.0,0.0,0.0,0.0,4.50338143839,0.0,0.0,6.2783337893,5.94186155268,1.96351590432])","[0.0978409134442,0.140141071694,0.160885037411,0.185776581421,0.103451802718,0.111287268511,0.103945173296,0.0966721515046]",3
5154,@JessicaBurciaga pick up some Claritin  _????_???_,"(262144,[42867,104220,234618,249180,255292],[0.0,5.94186155268,0.0,2.33481211682,1.96351590432])","[0.114204403866,0.11395425617,0.114974218201,0.202510923369,0.115556440544,0.111977363205,0.11548206576,0.111340328886]",3
5160,I bought two (2) pcs of Claritin for this effin allergy. :S,"(262144,[15664,34148,217419,223999,233032,241622,245660,255292],[5.05455835768,0.0,0.0,6.38369430496,0.0,0.0,0.0,1.96351590432])","[0.103392042809,0.107452039093,0.122728570341,0.205561217364,0.111112985635,0.121983610407,0.122981431998,0.104788102353]",3
5165,"Claritin, Advil, and cough syrup. Goodnight world!","(262144,[69571,86037,145339,163803,212852,233671],[0.0,5.74770553824,0.0,0.0,0.0,4.57358569706])","[0.10645582729,0.108339833231,0.116711899389,0.193981620041,0.14279555558,0.108213369785,0.110115921418,0.113385973266]",3
5184,"@kuyab0b Then I will make sure either a. I have my stockpile of Claritin, or b. Sit at a different table and gloat comfortably. :))","(262144,[40910,68950,89717,134125,142326,172861,175122,180220,195726,197700,200664,214256,224769,233671],[0.0,0.0,4.50338143839,5.05455835768,0.0,0.0,6.50147734062,6.63500873324,0.0,0.0,0.0,0.0,6.38369430496,4.57358569706])","[0.0900179303478,0.12169797402,0.161903306209,0.231881368316,0.124131381438,0.0827328697558,0.10287035701,0.084764812905]",3
5191,this morning claritin saved my life,"(262144,[11951,124414,172517,255292],[5.53639644457,6.63500873324,5.14693167781,1.96351590432])","[0.096679578789,0.103707759929,0.102583083426,0.176031986485,0.153562155203,0.100154926076,0.17173216603,0.0955483440612]",3
5197,I should buy stock in Claritin #stupidallergies,"(262144,[60553,63050,70389,255292],[0.0,5.94186155268,4.36141117712,1.96351590432])","[0.11381818503,0.110018545452,0.117841640277,0.18128988393,0.117384722753,0.110034678956,0.106637295189,0.142975048413]",3
5198,??_??_????@Madillaaa: I should buy stock in Claritin #stupidallergies??_??_?_? Damn! Still have the sniffles?,"(262144,[36200,63050,70389,78967,120357,173778,233372,255292],[4.45378449725,5.94186155268,4.36141117712,0.0,0.0,0.0,0.0,1.96351590432])","[0.107224923319,0.111437316382,0.130658596919,0.173646570102,0.118610027361,0.106016388566,0.104425379979,0.147980797372]",3
5199,??_??_????@rekreational: this morning claritin saved my life??_??_?_? AMEN,"(262144,[11951,124414,154889,229560,237937,255292],[5.53639644457,6.63500873324,0.0,0.0,0.0,1.96351590432])","[0.102004283774,0.106816210137,0.107406278296,0.188438179684,0.106674787686,0.105163656449,0.181185271716,0.102311332258]",3
5220,@Andreabella714 I drank some tea earlier and I'm takin Claritin now,"(262144,[35959,72845,124193,127412,191897,255292],[6.63500873324,0.0,0.0,6.78915941307,0.0,1.96351590432])","[0.099786525396,0.107929974485,0.108952920274,0.264610833844,0.102898547526,0.100122170434,0.101141927674,0.114557100367]",3
5237,"If her allergies are messing up, give her some claritin D","(262144,[27526,77044,107367,188599,243682,255292],[3.94618989407,4.33242364025,4.27685378909,0.0,6.63500873324,1.96351590432])","[0.0955462141721,0.113433615458,0.147717760896,0.208649119533,0.121190820083,0.0981254521646,0.0984942052967,0.116842812396]",3
5250,Did u know that the cost of claritin is not eligible for reimbursement with flex spending $ but transgender surgery costs are.,"(262144,[1506,11352,20039,52907,80793,99942,128301,140931,146794,211926,250632,255292,258940],[0.0,0.0,0.0,6.2783337893,0.0,0.0,6.63500873324,4.19889224762,4.25018554201,4.27685378909,0.0,1.96351590432,0.0])","[0.0963402738362,0.0996205433392,0.133855469066,0.207030387347,0.0926440183175,0.0964275147515,0.0991733273816,0.174908465961]",3
5279,_????_??_????? ??_??_????@FiremanGucch: If you don't have Chapstick &amp; Claritin this morning #yourfucked??_??_?_?,"(262144,[11951,44153,115180,213022,216355,248395,255292],[5.53639644457,0.0,0.0,3.0240908206,0.0,6.78915941307,1.96351590432])","[0.101788074877,0.110799232451,0.106257201272,0.193298593471,0.104217499856,0.102021525993,0.174412523073,0.107205349007]",3
5282,I'm a ball of allergies this morning!!! This Claritin needs to kick in fast!,"(262144,[2548,77044,152823,162410,239122,255292,261806],[0.0,4.33242364025,5.74770553824,0.0,5.28508201629,1.96351590432,0.0])","[0.0983842328351,0.11635398783,0.145038842691,0.193750691741,0.109608003305,0.0994019844274,0.137328647009,0.100133610161]",3
5285,"@jenrichman I would consider walking, traffic is at standstill. And you and the cats are more than welcome here. I can get Claritin. :)","(262144,[33400,41331,66911,81213,99895,152028,191884,222992,252917,258318,261940],[5.80833016006,0.0,0.0,6.2783337893,3.36598312469,5.40286505195,4.22421005561,4.43778415591,6.01596952484,0.0,0.0])","[0.0815629118192,0.0830316852364,0.113260735629,0.176397382784,0.0859175388605,0.147600384808,0.154623965014,0.157605395848]",3
5297,"@Cameron_Talley already on Loratadine (generic Claritin). Works for normal allergies, but this feels like sinus infection.","(262144,[12888,14834,62713,94560,104357,114281,132372,196766,203489,208258,219453,237202],[5.02557082081,0.0,5.21362305231,6.50147734062,5.80833016006,0.0,0.0,6.78915941307,6.78915941307,3.49332254706,0.0,0.0])","[0.0782609379924,0.129761805716,0.0999620757834,0.26654560459,0.0884228454348,0.0763053647941,0.182328575094,0.0784127905959]",3
5302,"""Seen recently on a SF menu: """"we serve seasonally reactive food."""" Does it come with a side of Claritin? A shot of Benadryl?""","(262144,[2325,30265,37616,40660,75818,148325,152019,182095,183224,185570,204380,216462,231746,251824],[6.78915941307,5.40286505195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64909324957,6.1830236095,0.0,0.0])","[0.165820449069,0.0909530362642,0.139777875408,0.185342559355,0.0929988654381,0.135913914081,0.0924708069053,0.0967224934793]",3
5320,"""#TalkLikeYourBestFriend """"baby i made you tea and I have Claritin for you and cookies oh and I bought us a movie to watch"""" @AnnieSullivan12""","(262144,[21872,43802,56685,114357,127412,140784,155321,167218,222623,223999,246531,255292],[4.33242364025,0.0,0.0,4.99739994384,6.78915941307,4.91735723617,0.0,0.0,0.0,6.38369430496,0.0,1.96351590432])","[0.0844080203412,0.155362472787,0.101584068669,0.213976818478,0.108079911559,0.105311680578,0.0939832552562,0.137293772332]",3
2,Reminds me of Liberal Immigration Fraudster Monsef avoiding deportation from Canada. #cdnpoli #LPC #CPCLDR??_ ,"(262144,[9830,17004,42826,111304,129091,139323,150794,174357,210590,210807,219646],[6.78915941307,0.0,0.0,2.67012223826,0.0,0.0,5.21362305231,0.0,0.0,6.09601223251,0.0])","[0.141259373375,0.135002383967,0.093538005731,0.0940810310516,0.237875513879,0.106348943533,0.0977391494948,0.0941555989674]",4
12,Will Media ask the Liberals if they actually have a solid plan for Canada _??_?_?? From my view -- immigration out of C??_ ,"(262144,[36320,38738,88813,101728,109810,111304,130219,132975,165837,191236,206081,232427],[0.0,0.0,5.24871437212,2.59950467104,6.09601223251,2.67012223826,0.0,5.87286868119,5.21362305231,5.6905471244,6.63500873324,5.94186155268])","[0.0755024783305,0.0848949453988,0.0746289389799,0.0789529975542,0.291690438389,0.209738051483,0.102544922444,0.0820472274197]",4
34,"Hundreds may lose Canadian citizenship, resident status because of one corrupt immigration consultant ","(262144,[60294,111304,125372,130906,140586,161862,181609,194710,203154,203518,239196],[5.1151829795,2.67012223826,3.85353106358,5.40286505195,4.43778415591,5.40286505195,5.24871437212,5.36204305743,5.53639644457,5.48987642894,5.58518660874])","[0.0674405283787,0.0662429470208,0.0649693089132,0.0655577527364,0.538747531255,0.0665110586766,0.0655446823881,0.0649861906311]",4
52,New plan: bribe Canadian immigration with 1000 bottles of Canada Dry.,"(262144,[24460,29945,38179,63239,101728,111304,130906,205074,251323],[0.0,2.66471681969,0.0,0.0,2.59950467104,2.67012223826,5.40286505195,0.0,0.0])","[0.128297947988,0.123776684155,0.110191432886,0.10862858406,0.203225378163,0.110109895573,0.106596233225,0.109173843952]",4
54,"Hundreds may lose Canadian citizenship, resident status because of one corrupt immigration consultant ","(262144,[60294,111304,125372,130906,140586,161862,181609,194710,203154,203518,239196],[5.1151829795,2.67012223826,3.85353106358,5.40286505195,4.43778415591,5.40286505195,5.24871437212,5.36204305743,5.53639644457,5.48987642894,5.58518660874])","[0.0674414108904,0.0662430489432,0.0649693150388,0.0655578093027,0.538746257232,0.0665112231873,0.0655447356789,0.0649861997268]",4
55,Immigration for canada without india: an compassionate handle: deyFy,"(262144,[6195,74726,101728,111304,219297,230284,231428],[0.0,0.0,2.59950467104,2.67012223826,0.0,0.0,5.24871437212])","[0.122408615166,0.129909855178,0.114905971719,0.1107596732,0.184062765295,0.114849255734,0.109584193083,0.113519670625]",4
